Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
ECK2575	CDS	-1	2712461	2713342	no	yfiE	putative DNA-binding transcriptional regulator	293	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2576	CDS	+2	2713445	2714032	no	yfiK	neutral amino-acid efflux system	195	COG1280	E	Amino acid transport and metabolism	METABOLISM
ECK2577	CDS	-3	2714088	2714471	no	yfiD	pyruvate formate lyase subunit	127	COG3445	R	General function prediction only	POORLY CHARACTERIZED
ECK2578	CDS	+1	2714776	2715465	no	ung	uracil-DNA-glycosylase	229	COG0692	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2579	CDS	-3	2715513	2716550	no	yfiF	putative methyltransferase	310	COG0566	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2580	CDS	+2	2716757	2717176	no	trxC	thioredoxin 2	136	COG0526	C	Energy production and conversion	METABOLISM
ECK2580	CDS	+2	2716757	2717176	no	trxC	thioredoxin 2	136	COG0526	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2581	CDS	+1	2717245	2717943	no	yfiP	conserved hypothetical protein	214	COG3148	S	Function unknown	POORLY CHARACTERIZED
ECK2582	CDS	+2	2717975	2720635	no	yfiQ	fused acyl-CoA synthetase: NAD(P)-binding subunit ; ATP-binding subunit	709	COG1042	C	Energy production and conversion	METABOLISM
ECK2582	CDS	+2	2717975	2720635	no	yfiQ	fused acyl-CoA synthetase: NAD(P)-binding subunit ; ATP-binding subunit	177	COG0454	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2582	CDS	+2	2717975	2720635	no	yfiQ	fused acyl-CoA synthetase: NAD(P)-binding subunit ; ATP-binding subunit	177	COG0454	R	General function prediction only	POORLY CHARACTERIZED
ECK2583	CDS	+1	2720749	2722104	no	pssA	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)	438	COG1502	I	Lipid transport and metabolism	METABOLISM
ECK2584	CDS	+1	2722201	2722473	no	yfiM	hypothetical protein	40	COG5544	R	General function prediction only	POORLY CHARACTERIZED
ECK2585	CDS	-3	2722470	2723768	no	kgtP	alpha-ketoglutarate transporter	432	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK2585	CDS	-3	2722470	2723768	no	kgtP	alpha-ketoglutarate transporter	432	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK2585	CDS	-3	2722470	2723768	no	kgtP	alpha-ketoglutarate transporter	432	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK2585	CDS	-3	2722470	2723768	no	kgtP	alpha-ketoglutarate transporter	432	COG0477	R	General function prediction only	POORLY CHARACTERIZED
ECK2590	CDS	-3	2729622	2732195	no	clpB	protein disaggregation chaperone	857	COG0542	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2591	CDS	-3	2732325	2733056	no	yfiH	conserved hypothetical protein	242	COG1496	S	Function unknown	POORLY CHARACTERIZED
ECK2592	CDS	-1	2733053	2734033	no	rluD	23S rRNA pseudouridine synthase	326	COG0564	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2593	CDS	+1	2734168	2734905	no	yfiO	putative lipoprotein	245	COG4105	R	General function prediction only	POORLY CHARACTERIZED
ECK2594	CDS	+1	2735176	2735517	no	yfiA	cold shock protein associated with 30S ribosomal subunit	113	COG1544	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2596	CDS	+1	2735767	2736927	no	pheA	fused chorismate mutase P ; prephenate dehydratase	282	COG0077,COG1605	E	Amino acid transport and metabolism	METABOLISM
ECK2597	CDS	-2	2736970	2738091	no	tyrA	fused chorismate mutase T ; prephenate dehydrogenase	275	COG0287,COG1605	E	Amino acid transport and metabolism	METABOLISM
ECK2598	CDS	-1	2738102	2739172	no	aroF	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible	356	COG0722	E	Amino acid transport and metabolism	METABOLISM
ECK2601	CDS	+1	2740405	2741631	no	yfiN	putative diguanylate cyclase	227	COG2199,COG0642	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2602	CDS	+1	2741647	2742129	no	yfiB	putative outer membrane lipoprotein	155	COG2885	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK2603	CDS	-2	2742205	2742552	no	rplS	50S ribosomal subunit protein L19	115	COG0335	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2604	CDS	-3	2742594	2743361	no	trmD	tRNA (guanine-1-)-methyltransferase	255	COG0336	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2605	CDS	-3	2743392	2743940	no	rimM	16S rRNA processing protein	176	COG0806	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2606	CDS	-3	2743959	2744207	no	rpsP	30S ribosomal subunit protein S16	82	COG0228	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2607	CDS	-1	2744456	2745817	no	ffh	Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	453	COG0541	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK2608	CDS	+3	2745909	2746775	no	ypjD	conserved hypothetical protein; putative inner membrane protein	259	COG4137	R	General function prediction only	POORLY CHARACTERIZED
ECK2609	CDS	+2	2746886	2748082	no	yfjD	conserved hypothetical protein; putative inner membrane protein	397	COG4536	P	Inorganic ion transport and metabolism	METABOLISM
ECK2610	CDS	-1	2748137	2748730	no	grpE	heat shock protein	197	COG0576	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2611	CDS	+1	2748853	2749731	no	yfjB	NAD kinase	292	COG0061	G	Carbohydrate transport and metabolism	METABOLISM
ECK2612	CDS	+2	2749817	2751478	no	recN	recombination and repair protein	553	COG0497	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2613	CDS	+3	2751627	2751968	no	smpA	small membrane lipoprotein	112	COG2913	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2614	CDS	-2	2752030	2752320	no	yfjF	hypothetical protein	91	COG2914	S	Function unknown	POORLY CHARACTERIZED
ECK2615	CDS	-1	2752310	2752786	no	yfjG	conserved hypothetical protein	145	COG2867	I	Lipid transport and metabolism	METABOLISM
ECK2616	CDS	+1	2752918	2753400	no	smpB	trans-translation protein	160	COG0691	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2618	CDS	+1	2754181	2755422	no	intA	integrase; CP4-57 prophage	413	COG0582	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2620	CDS	+2	2756666	2756878	no	alpA	DNA-binding transcriptional activator; CP4-57 prophage	62	COG3311	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2623	CDS	-3	2759373	2761562	no	yfjK	conserved hypothetical protein; CP4-57 prophage	385	COG1204	R	General function prediction only	POORLY CHARACTERIZED
ECK2625	CDS	-2	2763535	2763798	no	yfjM	hypothetical protein; CP4-57 prophage	34	COG1479	S	Function unknown	POORLY CHARACTERIZED
ECK2628	CDS	+2	2765732	2766595	no	yfjP	putative GTP-binding protein; CP4-57 prophage	276	COG3596	R	General function prediction only	POORLY CHARACTERIZED
ECK2631	CDS	+1	2768467	2768703	no	ypjK	conserved hypothetical protein; putative inner membrane protein; CP4-57 prophage	62	COG1172	G	Carbohydrate transport and metabolism	METABOLISM
ECK2634	CDS	-2	2769862	2770176	no	yfjU	conserved hypothetical protein; CP4-57 prophage	72	COG1393	P	Inorganic ion transport and metabolism	METABOLISM
ECK2635	CDS	-2	2770189	2770707	pseudo	ypjM	Putative arsenical pump membrane protein (arsB-like), C-terminal fragment (pseudogene); CP4-57 prophage	172	COG1055	P	Inorganic ion transport and metabolism	METABOLISM
ECK2636	CDS	-2	2770858	2771058	pseudo	ypjM	Putative arsenical pump membrane protein (arsB-like), Middle fragment (pseudogene); CP4-57 prophage	66	COG1055	P	Inorganic ion transport and metabolism	METABOLISM
ECK2637	CDS	-3	2770998	2771180	pseudo	ypjM	Putative arsenical pump membrane protein (arsB-like), N-terminal fragment (pseudogene); CP4-57 prophage	39	COG1055	P	Inorganic ion transport and metabolism	METABOLISM
ECK2640	CDS	+2	2774408	2774890	no	yfjY	putative DNA repair protein; CP4-57 prophage	150	COG2003	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2644	CDS	-2	2776168	2780748	no	ypjA	adhesin-like autotransporter	962	COG3468	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK2644	CDS	-2	2776168	2780748	no	ypjA	adhesin-like autotransporter	962	COG3468,COG3210	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK2650	CDS	+2	2784770	2785456	pseudo	ygaR	putative alpha-amylase precursor, middle fragment (pseudogene)	117	COG0366	G	Carbohydrate transport and metabolism	METABOLISM
ECK2654	CDS	+2	2788004	2789272	no	ygaF	putative enzyme	422	COG0579	R	General function prediction only	POORLY CHARACTERIZED
ECK2655	CDS	+3	2789295	2790743	no	gabD	succinate-semialdehyde dehydrogenase I, NADP-dependent	482	COG1012	C	Energy production and conversion	METABOLISM
ECK2656	CDS	+1	2790757	2792037	no	gabT	4-aminobutyrate aminotransferase, PLP-dependent	426	COG0160	E	Amino acid transport and metabolism	METABOLISM
ECK2657	CDS	+1	2792275	2793675	no	gabP	gamma-aminobutyrate transporter	453	COG1113	E	Amino acid transport and metabolism	METABOLISM
ECK2658	CDS	+3	2793696	2794358	no	csiR	DNA-binding transcriptional dual regulator	216	COG1802	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2659	CDS	-3	2794359	2794808	no	ygaU	hypothetical protein	149	COG1652	S	Function unknown	POORLY CHARACTERIZED
ECK2660	CDS	-1	2794892	2795050	no	yqaE	conserved hypothetical protein; putative membrane protein	52	COG0401	S	Function unknown	POORLY CHARACTERIZED
ECK2661	CDS	+1	2795233	2795532	no	ygaV	putative DNA-binding transcriptional regulator	98	COG0640	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2662	CDS	+1	2795542	2796066	no	ygaP	conserved hypothetical protein; putative inner membrane protein with hydrolase activity	174	COG0607	P	Inorganic ion transport and metabolism	METABOLISM
ECK2663	CDS	-1	2796113	2796517	no	stpA	DNA binding protein, nucleoid-associated	134	COG2916	R	General function prediction only	POORLY CHARACTERIZED
ECK2666	CDS	+2	2798156	2798497	no	ygaM	hypothetical protein	95	COG4575	S	Function unknown	POORLY CHARACTERIZED
ECK2667	CDS	+3	2798745	2798990	no	nrdH	glutaredoxin-like protein	75	COG0695	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2668	CDS	+2	2798987	2799397	no	nrdI	protein that stimulates ribonucleotide reduction	136	COG1780	F	Nucleotide transport and metabolism	METABOLISM
ECK2669	CDS	+1	2799370	2801514	no	nrdE	ribonucleoside-diphosphate reductase 2, alpha subunit	714	COG0209	F	Nucleotide transport and metabolism	METABOLISM
ECK2670	CDS	+1	2801524	2802483	no	nrdF	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like	317	COG0208	F	Nucleotide transport and metabolism	METABOLISM
ECK2671	CDS	+3	2802837	2804039	no	proV	glycine betaine transporter subunit ; ATP-binding compoent of ABC superfamily	400	COG4175	E	Amino acid transport and metabolism	METABOLISM
ECK2672	CDS	+1	2804032	2805096	no	proW	glycine betaine transporter subunit ; membrane component of ABC superfamily	301	COG4176	E	Amino acid transport and metabolism	METABOLISM
ECK2673	CDS	+1	2805154	2806146	no	proX	glycine betaine transporter subunit ; periplasmic-binding component of ABC superfamily	327	COG2113	E	Amino acid transport and metabolism	METABOLISM
ECK2674	CDS	+3	2806338	2806604	pseudo	ygaX	putative transporter, N-terminal fragment (pseudogene)	87	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK2674	CDS	+3	2806338	2806604	pseudo	ygaX	putative transporter, N-terminal fragment (pseudogene)	87	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK2674	CDS	+3	2806338	2806604	pseudo	ygaX	putative transporter, N-terminal fragment (pseudogene)	87	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK2674	CDS	+3	2806338	2806604	pseudo	ygaX	putative transporter, N-terminal fragment (pseudogene)	87	COG0477	R	General function prediction only	POORLY CHARACTERIZED
ECK2675	CDS	+2	2806634	2807515	pseudo	ygaY	putative transporter, C-terminal fragment (pseudogene)	291	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK2675	CDS	+2	2806634	2807515	pseudo	ygaY	putative transporter, C-terminal fragment (pseudogene)	291	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK2675	CDS	+2	2806634	2807515	pseudo	ygaY	putative transporter, C-terminal fragment (pseudogene)	291	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK2675	CDS	+2	2806634	2807515	pseudo	ygaY	putative transporter, C-terminal fragment (pseudogene)	291	COG0477	R	General function prediction only	POORLY CHARACTERIZED
ECK2676	CDS	+2	2807639	2808376	no	ygaZ	putative transporter	239	COG1296	E	Amino acid transport and metabolism	METABOLISM
ECK2678	CDS	+3	2808792	2809322	no	mprA	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux	162	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2679	CDS	+3	2809449	2810621	no	emrA	multidrug efflux system	389	COG1566	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2680	CDS	+1	2810638	2812176	no	emrB	multidrug efflux system protein	512	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK2680	CDS	+1	2810638	2812176	no	emrB	multidrug efflux system protein	512	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK2680	CDS	+1	2810638	2812176	no	emrB	multidrug efflux system protein	512	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK2680	CDS	+1	2810638	2812176	no	emrB	multidrug efflux system protein	512	COG0477	R	General function prediction only	POORLY CHARACTERIZED
ECK2681	CDS	-2	2812240	2812755	no	luxS	S-ribosylhomocysteinase	171	COG1854	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2683	CDS	-3	2812905	2814461	no	gshA	gamma-glutamate-cysteine ligase	494	COG2918	H	Coenzyme transport and metabolism	METABOLISM
ECK2684	CDS	-3	2814534	2814962	no	yqaA	conserved hypothetical protein; putative inner membrane protein	140	COG1238	S	Function unknown	POORLY CHARACTERIZED
ECK2685	CDS	-1	2814959	2815525	no	yqaB	putative hydrolase	186	COG0637	R	General function prediction only	POORLY CHARACTERIZED
ECK2691	CDS	-2	2816983	2817168	no	csrA	pleiotropic regulatory protein for carbon source metabolism	60	COG1551	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2692	CDS	-2	2817403	2820033	no	alaS	alanyl-tRNA synthetase	875	COG0013	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK2693	CDS	-1	2820161	2820661	no	recX	regulatory protein for RecA	156	COG2137	R	General function prediction only	POORLY CHARACTERIZED
ECK2694	CDS	-2	2820730	2821791	no	recA	DNA strand exchange and recombination protein with protease and nuclease activity	353	COG0468	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2695	CDS	-1	2821871	2822368	no	ygaD	conserved hypothetical protein	164	COG1546	R	General function prediction only	POORLY CHARACTERIZED
ECK2696	CDS	-1	2822513	2823598	no	mltB	membrane-bound lytic murein transglycosylase B	361	COG2951	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK2697	CDS	+2	2823854	2824417	no	srlA	glucitol/sorbitol-specific enzyme IIC component of PTS	183	COG3730	G	Carbohydrate transport and metabolism	METABOLISM
ECK2698	CDS	+1	2824414	2825373	no	srlE	glucitol/sorbitol-specific enzyme IIB component of PTS	316	COG3732	G	Carbohydrate transport and metabolism	METABOLISM
ECK2699	CDS	+2	2825384	2825755	no	srlB	glucitol/sorbitol-specific enzyme IIA component of PTS	123	COG3731	G	Carbohydrate transport and metabolism	METABOLISM
ECK2700	CDS	+2	2825759	2826538	no	srlD	sorbitol-6-phosphate dehydrogenase	259	COG1028	I	Lipid transport and metabolism	METABOLISM
ECK2700	CDS	+2	2825759	2826538	no	srlD	sorbitol-6-phosphate dehydrogenase	259	COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
ECK2700	CDS	+2	2825759	2826538	no	srlD	sorbitol-6-phosphate dehydrogenase	259	COG1028	R	General function prediction only	POORLY CHARACTERIZED
ECK2701	CDS	+1	2826643	2827002	no	gutM	DNA-binding transcriptional activator of glucitol operon	85	COG4578	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2702	CDS	+1	2827069	2827842	no	srlR	DNA-bindng transcriptional repressor	257	COG1349	G	Carbohydrate transport and metabolism	METABOLISM
ECK2702	CDS	+1	2827069	2827842	no	srlR	DNA-bindng transcriptional repressor	257	COG1349	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2703	CDS	+2	2827835	2828800	no	gutQ	putative phosphosugar-binding protein	203	COG0794	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK2703	CDS	+2	2827835	2828800	no	gutQ	putative phosphosugar-binding protein	116	COG0517	R	General function prediction only	POORLY CHARACTERIZED
ECK2704	CDS	-2	2828797	2830311	no	norR	DNA-binding transcriptional activator	501	COG3604	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2704	CDS	-2	2828797	2830311	no	norR	DNA-binding transcriptional activator	501	COG3604	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2705	CDS	+1	2830498	2831937	no	norV	flavorubredoxin oxidoreductase	394	COG1773,COG0426	C	Energy production and conversion	METABOLISM
ECK2706	CDS	+3	2831934	2833067	no	norW	NADH:flavorubredoxin oxidoreductase	371	COG0446	R	General function prediction only	POORLY CHARACTERIZED
ECK2707	CDS	-2	2833195	2835447	no	hypF	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	733	COG0068	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2708	CDS	-3	2835600	2836127	no	hydN	formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	175	COG1142	C	Energy production and conversion	METABOLISM
ECK2709	CDS	-2	2836276	2837289	no	ascG	DNA-binding transcriptional repressor	337	COG1609	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2710	CDS	+2	2837546	2839003	no	ascF	fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component ; IIC component	375	COG1263,COG1264	G	Carbohydrate transport and metabolism	METABOLISM
ECK2711	CDS	+1	2839012	2840436	no	ascB	cryptic 6-phospho-beta-glucosidase	474	COG2723	G	Carbohydrate transport and metabolism	METABOLISM
ECK2712	CDS	-3	2840595	2841065	no	hycI	protease involved in processing C-terminal end of HycE	154	COG0680	C	Energy production and conversion	METABOLISM
ECK2714	CDS	-3	2841465	2842232	no	hycG	hydrogenase 3 and formate hydrogenase complex, HycG subunit	163	COG3260	C	Energy production and conversion	METABOLISM
ECK2715	CDS	-1	2842232	2842774	no	hycF	formate hydrogenlyase complex iron-sulfur protein	147	COG1145,COG1143	C	Energy production and conversion	METABOLISM
ECK2716	CDS	-1	2842784	2844493	no	hycE	hydrogenase 3, large subunit	373	COG3261,COG0852	C	Energy production and conversion	METABOLISM
ECK2717	CDS	-2	2844511	2845434	no	hycD	hydrogenase 3, membrane subunit	302	COG0650	C	Energy production and conversion	METABOLISM
ECK2718	CDS	-3	2845437	2847263	no	hycC	hydrogenase 3, membrane subunit	565	COG0651	C	Energy production and conversion	METABOLISM
ECK2718	CDS	-3	2845437	2847263	no	hycC	hydrogenase 3, membrane subunit	565	COG0651	P	Inorganic ion transport and metabolism	METABOLISM
ECK2719	CDS	-1	2847260	2847871	no	hycB	hydrogenase 3, Fe-S subunit	180	COG1142	C	Energy production and conversion	METABOLISM
ECK2721	CDS	+1	2848669	2849019	no	hypA	protein involved in nickel insertion into hydrogenases 3	116	COG0375	R	General function prediction only	POORLY CHARACTERIZED
ECK2722	CDS	+1	2849023	2849895	no	hypB	GTP hydrolase involved in nickel liganding into hydrogenases	239	COG0378	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2722	CDS	+1	2849023	2849895	no	hypB	GTP hydrolase involved in nickel liganding into hydrogenases	239	COG0378	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2723	CDS	+3	2849886	2850158	no	hypC	protein required for maturation of hydrogenases 1 and 3	78	COG0298	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2724	CDS	+2	2850158	2851279	no	hypD	protein required for maturation of hydrogenases	373	COG0409	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2725	CDS	+1	2851318	2852286	no	hypE	carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein	322	COG0309	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2726	CDS	+2	2852360	2854438	no	fhlA	DNA-binding transcriptional activator	403	COG3604	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2726	CDS	+2	2852360	2854438	no	fhlA	DNA-binding transcriptional activator	403	COG3604	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2728	CDS	+3	2855115	2857676	no	mutS	methyl-directed mismatch repair protein	853	COG0249	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2729	CDS	+3	2857782	2858438	no	pphB	serine/threonine-specific protein phosphatase 2	211	COG0639	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK2730	CDS	-1	2858489	2859286	no	ygbI	putative DNA-binding transcriptional regulator	259	COG1349	G	Carbohydrate transport and metabolism	METABOLISM
ECK2730	CDS	-1	2858489	2859286	no	ygbI	putative DNA-binding transcriptional regulator	259	COG1349	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2731	CDS	+2	2859452	2860360	no	ygbJ	putative dehydrogenase, with NAD(P)-binding Rossmann-fold domain	301	COG2084	I	Lipid transport and metabolism	METABOLISM
ECK2732	CDS	+1	2860357	2861523	no	ygbK	conserved hypothetical protein	387	COG3395	S	Function unknown	POORLY CHARACTERIZED
ECK2733	CDS	+2	2861615	2862253	no	ygbL	putative class II aldolase	209	COG0235	G	Carbohydrate transport and metabolism	METABOLISM
ECK2734	CDS	+3	2862258	2863034	no	ygbM	conserved hypothetical protein	258	COG3622	G	Carbohydrate transport and metabolism	METABOLISM
ECK2735	CDS	+1	2863123	2864487	no	ygbN	putative transporter	454	COG2610	E	Amino acid transport and metabolism	METABOLISM
ECK2735	CDS	+1	2863123	2864487	no	ygbN	putative transporter	454	COG2610	G	Carbohydrate transport and metabolism	METABOLISM
ECK2736	CDS	-2	2864581	2865573	no	rpoS	RNA polymerase, sigma S (sigma 38) factor	329	COG0568	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2737	CDS	-3	2865636	2866775	no	nlpD	outer membrane lipoprotein	348	COG0739	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK2738	CDS	-2	2866915	2867541	no	pcm	L-isoaspartate protein carboxylmethyltransferase type II	208	COG2518	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK2739	CDS	-3	2867535	2868296	no	surE	broad specificity 5'(3')-nucleotidase and polyphosphatase	253	COG0496	R	General function prediction only	POORLY CHARACTERIZED
ECK2740	CDS	-2	2868277	2869326	no	truD	pseudoruidine synthase	345	COG0585	S	Function unknown	POORLY CHARACTERIZED
ECK2741	CDS	-3	2869323	2869802	no	ispF	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	159	COG0245	I	Lipid transport and metabolism	METABOLISM
ECK2742	CDS	-1	2869802	2870512	no	ispD	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	236	COG1211	I	Lipid transport and metabolism	METABOLISM
ECK2743	CDS	-1	2870531	2870842	no	ftsB	cell division protein	94	COG2919	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
ECK2745	CDS	-2	2871409	2872014	no	cysC	adenosine 5'-phosphosulfate kinase	195	COG0529	P	Inorganic ion transport and metabolism	METABOLISM
ECK2746	CDS	-3	2872014	2873441	no	cysN	sulfate adenylyltransferase, subunit 1	463	COG2895	P	Inorganic ion transport and metabolism	METABOLISM
ECK2747	CDS	-2	2873443	2874351	no	cysD	sulfate adenylyltransferase, subunit 2	300	COG0175	E	Amino acid transport and metabolism	METABOLISM
ECK2747	CDS	-2	2873443	2874351	no	cysD	sulfate adenylyltransferase, subunit 2	300	COG0175	H	Coenzyme transport and metabolism	METABOLISM
ECK2748	CDS	+3	2874603	2875640	no	iap	aminopeptidase in alkaline phosphatase isozyme conversion	244	COG2234	R	General function prediction only	POORLY CHARACTERIZED
ECK2750	CDS	-3	2876877	2877794	no	ygbT	conserved hypothetical protein	205	COG1518	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK2756	CDS	-2	2882575	2885241	no	ygcB	conserved hypothetical protein; putative member of DEAD box family	537	COG1203	R	General function prediction only	POORLY CHARACTERIZED
ECK2757	CDS	-1	2885600	2886334	no	cysH	3'-phosphoadenosine 5'-phosphosulfate reductase	239	COG0175	E	Amino acid transport and metabolism	METABOLISM
ECK2757	CDS	-1	2885600	2886334	no	cysH	3'-phosphoadenosine 5'-phosphosulfate reductase	239	COG0175	H	Coenzyme transport and metabolism	METABOLISM
ECK2758	CDS	-2	2886409	2888121	no	cysI	sulfite reductase, beta subunit, NAD(P)-binding, heme-binding	566	COG0155	P	Inorganic ion transport and metabolism	METABOLISM
ECK2759	CDS	-3	2888121	2889920	no	cysJ	sulfite reductase, alpha subunit, flavoprotein	588	COG0369	P	Inorganic ion transport and metabolism	METABOLISM
ECK2760	CDS	+3	2890236	2890601	no	ygcM	6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	120	COG0720	H	Coenzyme transport and metabolism	METABOLISM
ECK2761	CDS	+2	2890679	2891950	no	ygcN	putative oxidoreductase with FAD/NAD(P)-binding domain	423	COG0644	C	Energy production and conversion	METABOLISM
ECK2762	CDS	+1	2891941	2892201	no	ygcO	putative 4Fe-4S cluster-containing protein	81	COG2440	C	Energy production and conversion	METABOLISM
ECK2763	CDS	+2	2892218	2892793	no	ygcP	putative anti-terminator regulatory protein	191	COG1954	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK2764	CDS	-1	2892941	2893801	no	ygcQ	putative flavoprotein	263	COG2025	C	Energy production and conversion	METABOLISM
ECK2765	CDS	-2	2893798	2894577	no	ygcR	putative flavoprotein	259	COG2086	C	Energy production and conversion	METABOLISM
ECK2766	CDS	-1	2894555	2895892	no	ygcS	putative transporter	445	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK2766	CDS	-1	2894555	2895892	no	ygcS	putative transporter	445	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK2766	CDS	-1	2894555	2895892	no	ygcS	putative transporter	445	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK2766	CDS	-1	2894555	2895892	no	ygcS	putative transporter	445	COG0477	R	General function prediction only	POORLY CHARACTERIZED
