Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
EFER_2770	CDS	-3	2835813	2837972	no	aas	fused 2-acylglycerophospho-ethanolamine acyl transferase ; acyl-acyl carrier protein synthetase	520	COG0318	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_2772	CDS	+3	2838567	2839595	no	galR	DNA-binding transcriptional repressor	342	COG1609	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2773	CDS	-1	2839610	2840872	no	lysA	diaminopimelate decarboxylase, PLP-binding	413	COG0019	E	Amino acid transport and metabolism	METABOLISM
EFER_2774	CDS	+3	2840982	2841917	no	lysR	DNA-binding transcriptional dual regulator	308	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2775	CDS	-2	2841922	2843103	no	yqeF	Acetyl-CoA acetyltransferase	393	COG0183	I	Lipid transport and metabolism	METABOLISM
EFER_2776	CDS	+1	2843347	2844576	no	yqeG	putative transporter	405	COG0814	E	Amino acid transport and metabolism	METABOLISM
EFER_2777	CDS	+2	2845019	2845747	no	yqeH	conserved hypothetical protein; putative bipartite regulator domain	48	COG2197	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2777	CDS	+2	2845019	2845747	no	yqeH	conserved hypothetical protein; putative bipartite regulator domain	48	COG2197	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_2778	CDS	+3	2845989	2846912	no		putative regulatory protein	94	COG3710	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2780	CDS	+3	2847666	2849918	no	nfrB	bacteriophage N4 receptor, inner membrane subunit	114	COG2804	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2780	CDS	+3	2847666	2849918	no	nfrB	bacteriophage N4 receptor, inner membrane subunit	114	COG2804	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2780	CDS	+3	2847666	2849918	no	nfrB	bacteriophage N4 receptor, inner membrane subunit	66	COG1215	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2781	CDS	+1	2849887	2852877	no	nfrA	bacteriophage N4 receptor, subunit, outer membrane protein	434	COG0457	R	General function prediction only	POORLY CHARACTERIZED
EFER_2784	CDS	+2	2854043	2855302	no	codB	cytosine transporter	403	COG1457	F	Nucleotide transport and metabolism	METABOLISM
EFER_2785	CDS	+3	2855292	2856575	no	codA	cytosine deaminase	419	COG0402	F	Nucleotide transport and metabolism	METABOLISM
EFER_2785	CDS	+3	2855292	2856575	no	codA	cytosine deaminase	419	COG0402	R	General function prediction only	POORLY CHARACTERIZED
EFER_2788	CDS	-3	2858916	2859818	no		hypothetical protein	218	COG1357	S	Function unknown	POORLY CHARACTERIZED
EFER_2791	CDS	+2	2860535	2860843	no		transposase, IS3 ORF A	91	COG2963	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2792	CDS	+1	2860840	2861706	no		transposase, IS3 ORF B	288	COG2801	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2794	CDS	+1	2862316	2862525	no		putative regulatory protein	57	COG3311	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2799	CDS	-1	2865689	2866528	no		transposase, IS911 ORF B	279	COG2801	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2800	CDS	-2	2866555	2866893	partial		fragment of transposase ORF A, IS3 family (partial)	111	COG2963	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2801	CDS	+2	2866973	2867443	no		putative marR-family regulatory protein	137	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2803	CDS	-2	2867785	2868138	no		Arsenical resistance operon repressor	116	COG0640	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2804	CDS	+1	2868232	2870280	no		conserved hypothetical protein	636	COG3593	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2805	CDS	+3	2870259	2872043	no		putative helicase	563	COG0210	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2806	CDS	-1	2872100	2873269	no	int	Integrase	389	COG0582	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2807	CDS	-3	2873586	2874344	no	ygeR	Tetratricopeptide repeat transcriptional regulator	240	COG0739	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2808	CDS	-1	2874428	2875159	no		putative aldolase class II	228	COG0235	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2809	CDS	-3	2875164	2875994	no		putative bacterial extracellular solute-binding protein, family 3	270	COG0834	E	Amino acid transport and metabolism	METABOLISM
EFER_2809	CDS	-3	2875164	2875994	no		putative bacterial extracellular solute-binding protein, family 3	270	COG0834	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_2811	CDS	-2	2876914	2878434	no		putative Amino acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine	252	COG1126,COG0765	E	Amino acid transport and metabolism	METABOLISM
EFER_2812	CDS	+2	2878811	2879731	no		putative regulatory protein, LysR:LysR substrate-binding domain (fragment)	305	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2813	CDS	+2	2879786	2881114	no		putative pyridine nucleotide-disulphide oxidoreductase	409	COG2072	P	Inorganic ion transport and metabolism	METABOLISM
EFER_2814	CDS	+1	2881129	2881563	no		putative endoribonuclease	134	COG0251	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_2815	CDS	+3	2881560	2882234	no		conserved hypothetical protein	199	COG3342	S	Function unknown	POORLY CHARACTERIZED
EFER_2816	CDS	+1	2882065	2883402	no		putative peptidic bond hydrolase	390	COG0624	E	Amino acid transport and metabolism	METABOLISM
EFER_2817	CDS	+3	2883597	2884997	no	gadA	glutamate decarboxylase A, PLP-dependent	456	COG0076	E	Amino acid transport and metabolism	METABOLISM
EFER_2818	CDS	+2	2885195	2886142	no	ybaS	amidase, possibly glutaminase	308	COG2066	E	Amino acid transport and metabolism	METABOLISM
EFER_2819	CDS	+3	2886267	2886881	no	yagT	putative xanthine dehydrogenase, iron-sulfur binding subunit	176	COG2080	C	Energy production and conversion	METABOLISM
EFER_2820	CDS	+2	2886878	2887834	no	yagS	putative xanthine dehydrogenase yagS, FAD binding subunit	317	COG1319	C	Energy production and conversion	METABOLISM
EFER_2821	CDS	+1	2887831	2890029	no	yagR	putative xanthine dehydrogenase, molybdenum binding subunit	731	COG1529	C	Energy production and conversion	METABOLISM
EFER_2822	CDS	+1	2890039	2890974	no	yagQ	conserved hypothetical protein	295	COG1975	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2823	CDS	+3	2890971	2891534	no		putative MobA-related protein	178	COG2068	R	General function prediction only	POORLY CHARACTERIZED
EFER_2824	CDS	+3	2891589	2892170	no	idi	isopentenyl diphosphate isomerase	165	COG1443	I	Lipid transport and metabolism	METABOLISM
EFER_2825	CDS	-3	2892213	2893730	no	lysS	lysine tRNA synthetase, constitutive	505	COG1190	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_2826	CDS	-3	2893740	2894762	no		Peptide chain release factor 2 (RF-2)	340	COG1186	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_2827	CDS	-2	2894929	2896662	no	recJ	ssDNA exonuclease, 5' --> 3'-specific	576	COG0608	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2828	CDS	-3	2896668	2897378	no	dsbC	protein disulfide isomerase II	232	COG1651	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2829	CDS	-3	2897403	2898299	no	xerD	site-specific tyrosine recombinase	296	COG4974	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2830	CDS	+3	2898411	2898932	no	fldB	flavodoxin 2	168	COG0716	C	Energy production and conversion	METABOLISM
EFER_2832	CDS	-2	2899360	2899626	no	ygfY	conserved hypothetical protein	79	COG2938	S	Function unknown	POORLY CHARACTERIZED
EFER_2834	CDS	+3	2899878	2900858	no	ygfZ	enzyme component involved in 2-methylthio-6-iodeadenosine formation	308	COG0354	R	General function prediction only	POORLY CHARACTERIZED
EFER_2835	CDS	-2	2900935	2901594	no	yqfA	putative hemolysin, inner membrane subunit	211	COG1272	R	General function prediction only	POORLY CHARACTERIZED
EFER_2836	CDS	-1	2901758	2902069	no	yqfB	conserved hypothetical protein	98	COG3097	S	Function unknown	POORLY CHARACTERIZED
EFER_2837	CDS	+1	2902108	2903547	no	bglA	6-phospho-beta-glucosidase A	476	COG2723	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2839	CDS	-1	2904944	2907817	no	gcvP	glycine decarboxylase, PLP-dependent, subunit (protein P) of glycine cleavage complex	507	COG1003,COG0403	E	Amino acid transport and metabolism	METABOLISM
EFER_2840	CDS	-3	2907936	2908325	no	gcvH	glycine cleavage complex lipoylprotein	129	COG0509	E	Amino acid transport and metabolism	METABOLISM
EFER_2841	CDS	-2	2908348	2909442	no	gcvT	aminomethyltransferase, tetrahydrofolate-dependent, subunit (T protein) of glycine cleavage complex	364	COG0404	E	Amino acid transport and metabolism	METABOLISM
EFER_2843	CDS	-2	2909890	2911092	no	visC	putative oxidoreductase with FAD/NAD(P)-binding domain	400	COG0654	C	Energy production and conversion	METABOLISM
EFER_2843	CDS	-2	2909890	2911092	no	visC	putative oxidoreductase with FAD/NAD(P)-binding domain	400	COG0654	H	Coenzyme transport and metabolism	METABOLISM
EFER_2844	CDS	-1	2911115	2912293	no	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	392	COG0654	C	Energy production and conversion	METABOLISM
EFER_2844	CDS	-1	2911115	2912293	no	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	392	COG0654	H	Coenzyme transport and metabolism	METABOLISM
EFER_2845	CDS	-2	2912290	2913615	no	pepP	proline aminopeptidase P II	441	COG0006	E	Amino acid transport and metabolism	METABOLISM
EFER_2846	CDS	-1	2913641	2914219	no	ygfB	conserved hypothetical protein	186	COG3079	S	Function unknown	POORLY CHARACTERIZED
EFER_2847	CDS	+1	2914387	2914716	no	zapA	protein that localizes to the cytokinetic ring	103	COG3027	S	Function unknown	POORLY CHARACTERIZED
EFER_2849	CDS	+3	2915010	2915558	no	ygfA	putative ligase	182	COG0212	H	Coenzyme transport and metabolism	METABOLISM
EFER_2850	CDS	-1	2915945	2917177	no	serA	D-3-phosphoglycerate dehydrogenase	410	COG0111	E	Amino acid transport and metabolism	METABOLISM
EFER_2850	CDS	-1	2915945	2917177	no	serA	D-3-phosphoglycerate dehydrogenase	410	COG0111	H	Coenzyme transport and metabolism	METABOLISM
EFER_2851	CDS	-2	2917420	2918079	no	rpiA	ribose 5-phosphate isomerase, constitutive	219	COG0120	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2853	CDS	+1	2918239	2919132	no	argP	DNA-binding transcriptional activator, replication initiation inhibitor	297	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2854	CDS	-1	2919167	2919907	no	yggE	conserved hypothetical protein	231	COG2968	S	Function unknown	POORLY CHARACTERIZED
EFER_2855	CDS	-3	2920188	2920823	no	argO	arginine transporter	205	COG1279	R	General function prediction only	POORLY CHARACTERIZED
EFER_2856	CDS	-3	2920962	2921822	no	mscS	mechanosensitive channel	284	COG0668	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2857	CDS	-3	2922180	2923259	no	fbaA	fructose-bisphosphate aldolase, class II	359	COG0191	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2858	CDS	-1	2923349	2924512	no	pgk	phosphoglycerate kinase	387	COG0126	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2859	CDS	-3	2924562	2925581	no	epd	D-erythrose 4-phosphate dehydrogenase	339	COG0057	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2860	CDS	-1	2925866	2926579	no	yggC	conserved hypothetical protein; putative nucleoside triphosphate hydrolase domain	219	COG1072	H	Coenzyme transport and metabolism	METABOLISM
EFER_2861	CDS	-2	2926576	2927085	no	yggD	putative DNA-binding transcriptional regulator	123	COG3722	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2862	CDS	-2	2927107	2928072	no	yggF	putative hexoseP phosphatase	319	COG1494	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2863	CDS	-3	2928069	2929346	no		dehydrogenase	366	COG1063	E	Amino acid transport and metabolism	METABOLISM
EFER_2863	CDS	-3	2928069	2929346	no		dehydrogenase	366	COG1063	R	General function prediction only	POORLY CHARACTERIZED
EFER_2864	CDS	-1	2929361	2930749	no	cmtA	fused mannitol-specific PTS enzymes: IIB component ; IIC component	461	COG2213	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2865	CDS	-1	2930777	2931220	no	cmtB	putative mannitol-specific enzyme IIA component of PTS	146	COG1762	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2865	CDS	-1	2930777	2931220	no	cmtB	putative mannitol-specific enzyme IIA component of PTS	146	COG1762	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_2866	CDS	+3	2931588	2932505	no		putative serine protease	293	COG0330	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2867	CDS	-3	2932551	2934542	no	tktA	transketolase 1, thiamin-binding	663	COG0021	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2869	CDS	+1	2934820	2935578	no	yggG	putative peptidase	251	COG0501	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2871	CDS	-2	2937376	2938296	no	speB	agmatinase	306	COG0010	E	Amino acid transport and metabolism	METABOLISM
EFER_2872	CDS	-1	2938487	2939644	no		putative 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	383	COG4948	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2872	CDS	-1	2938487	2939644	no		putative 2-dehydro-3-deoxy-6-phosphogalactonate aldolase	383	COG4948	R	General function prediction only	POORLY CHARACTERIZED
EFER_2873	fCDS	-1	2939756	2939977	no		putative transposase, ORF B, IS1 family (fragment)	54	COG1662	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2874	fCDS	-1	2939993	2940124	no		putative transposase, ORF B, IS1 (fragment)	41	COG1662	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2876	CDS	+1	2940961	2944998	no		putative beta-barrel outer membrane protein, similar to AidA-I adhesin-like protein	829	COG3468,COG3210	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2876	CDS	+1	2940961	2944998	no		putative beta-barrel outer membrane protein, similar to AidA-I adhesin-like protein	465	COG3468	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2877	CDS	+1	2945230	2945493	no		conserved hypothetical protein, putative membrane protein	85	COG1593	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2878	CDS	-1	2945537	2947513	no	speA	biosynthetic arginine decarboxylase, PLP-binding	651	COG1166	E	Amino acid transport and metabolism	METABOLISM
EFER_2881	CDS	+3	2948307	2949461	no	metK	methionine adenosyltransferase 1	384	COG0192	H	Coenzyme transport and metabolism	METABOLISM
EFER_2882	CDS	+3	2949897	2951291	no	galP	D-galactose transporter	464	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_2882	CDS	+3	2949897	2951291	no	galP	D-galactose transporter	464	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2882	CDS	+3	2949897	2951291	no	galP	D-galactose transporter	464	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_2882	CDS	+3	2949897	2951291	no	galP	D-galactose transporter	464	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_2883	CDS	+1	2951368	2951865	no	sprT	conserved hypothetical protein	156	COG3091	S	Function unknown	POORLY CHARACTERIZED
EFER_2884	CDS	+2	2951960	2952667	no	endA	DNA-specific endonuclease I	232	COG2356	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2885	CDS	+3	2952747	2953478	no	yggJ	conserved hypothetical protein	243	COG1385	S	Function unknown	POORLY CHARACTERIZED
EFER_2886	CDS	+3	2953491	2954441	no	gshB	glutathione synthetase	316	COG0189	H	Coenzyme transport and metabolism	METABOLISM
EFER_2886	CDS	+3	2953491	2954441	no	gshB	glutathione synthetase	316	COG0189	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_2887	CDS	+3	2954550	2955113	no	yqgE	conserved hypothetical protein	187	COG1678	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2888	CDS	+2	2955113	2955529	no	yqgF	Holliday junction resolvase	138	COG0816	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2889	CDS	-1	2955536	2956516	no	yggR	transporter	326	COG2805	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2889	CDS	-1	2955536	2956516	no	yggR	transporter	326	COG2805	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2890	CDS	+1	2956534	2957238	no	yggS	putative enzyme	234	COG0325	R	General function prediction only	POORLY CHARACTERIZED
EFER_2891	CDS	+3	2957256	2957822	no	yggT	conserved hypothetical protein; putative membrane protein	180	COG0762	S	Function unknown	POORLY CHARACTERIZED
EFER_2892	CDS	+2	2957819	2958109	no	yggU	conserved hypothetical protein	95	COG1872	S	Function unknown	POORLY CHARACTERIZED
EFER_2893	CDS	+3	2958117	2958710	no	yggV	dITP/XTP pyrophosphatase	197	COG0127	F	Nucleotide transport and metabolism	METABOLISM
EFER_2894	CDS	+1	2958703	2959839	no	yggW	putative oxidoreductase	378	COG0635	H	Coenzyme transport and metabolism	METABOLISM
EFER_2895	CDS	+2	2960153	2961139	no		Putative c4-dicarboxylate transport system binding protein	328	COG1638	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2896	CDS	+1	2961175	2961687	no		putative TRAP-type C4-dicarboxylate transport system, small permease component	162	COG3090	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2897	CDS	+3	2961687	2962988	no	ygiK	c4-dicarboxylate permease	431	COG1593	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2898	CDS	-2	2963092	2964096	no		conserved hypothetical protein; putative exported protein	195	COG1196	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
EFER_2899	CDS	-3	2964213	2965259	no	ansB	periplasmic L-asparaginase II	343	COG0252	E	Amino acid transport and metabolism	METABOLISM
EFER_2899	CDS	-3	2964213	2965259	no	ansB	periplasmic L-asparaginase II	343	COG0252	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_2901	CDS	-3	2966217	2966543	no	yggL	conserved hypothetical protein	107	COG3171	S	Function unknown	POORLY CHARACTERIZED
EFER_2902	CDS	-1	2966543	2967262	no	yggH	tRNA (m7G46) methyltransferase, SAM-dependent	237	COG0220	R	General function prediction only	POORLY CHARACTERIZED
EFER_2903	CDS	+3	2967423	2968475	no	mutY	adenine DNA glycosylase	350	COG1194	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_2904	CDS	+3	2968503	2968778	no	yggX	protein that protects iron-sulfur proteins against oxidative damage	89	COG2924	C	Energy production and conversion	METABOLISM
EFER_2904	CDS	+3	2968503	2968778	no	yggX	protein that protects iron-sulfur proteins against oxidative damage	89	COG2924	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2905	CDS	+1	2968843	2969922	no	mltC	membrane-bound lytic murein transglycosylase C	359	COG0741	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2907	CDS	+3	2970150	2971406	no	nupG	nucleoside transporter	418	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_2907	CDS	+3	2970150	2971406	no	nupG	nucleoside transporter	418	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_2907	CDS	+3	2970150	2971406	no	nupG	nucleoside transporter	418	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_2907	CDS	+3	2970150	2971406	no	nupG	nucleoside transporter	418	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_2908	CDS	-1	2971457	2973598	no	speC	ornithine decarboxylase, constitutive	711	COG1982	E	Amino acid transport and metabolism	METABOLISM
EFER_2909	CDS	+3	2973966	2974706	no	yqgA	conserved hypothetical protein; putative membrane protein	223	COG1811	R	General function prediction only	POORLY CHARACTERIZED
EFER_2911	CDS	+1	2975950	2980521	no	yghJ	inner membrane lipoprotein	33	COG0810	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_2912	CDS	+3	2980677	2981486	no	pppA	bifunctional prepilin leader peptidase and methylase	266	COG1989	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2912	CDS	+3	2980677	2981486	no	pppA	bifunctional prepilin leader peptidase and methylase	266	COG1989	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2912	CDS	+3	2980677	2981486	no	pppA	bifunctional prepilin leader peptidase and methylase	266	COG1989	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2914	CDS	+2	2981978	2982931	no	yghF	putative secretion pathway protein, C-type protein	267	COG3031	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2915	CDS	+1	2982961	2985021	no		General secretion pathway protein D precursor (Cholera toxin secretion protein epsD)	667	COG1450	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2915	CDS	+1	2982961	2985021	no		General secretion pathway protein D precursor (Cholera toxin secretion protein epsD)	667	COG1450	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2916	CDS	+3	2985021	2986514	no	epsE	general secretion pathway protein E	491	COG2804	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2916	CDS	+3	2985021	2986514	no	epsE	general secretion pathway protein E	491	COG2804	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2917	CDS	+2	2986514	2987737	no	epsF	General secretion pathway protein F	407	COG1459	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2917	CDS	+2	2986514	2987737	no	epsF	General secretion pathway protein F	407	COG1459	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2918	CDS	+3	2987727	2988209	no		putative general secretion pathway protein G precursor (epsG-like)	152	COG2165	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2918	CDS	+3	2987727	2988209	no		putative general secretion pathway protein G precursor (epsG-like)	152	COG2165	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2919	CDS	+3	2988213	2988776	no		conserved hypothetical protein; putative exported protein	79	COG2165	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2919	CDS	+3	2988213	2988776	no		conserved hypothetical protein; putative exported protein	79	COG2165	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2920	CDS	+2	2988773	2989144	no		putative type II secretion protein (GspI-like)	99	COG2165	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_2920	CDS	+2	2988773	2989144	no		putative type II secretion protein (GspI-like)	99	COG2165	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2921	CDS	+1	2989141	2989746	no		conserved hypothetical protein; putative exported protein	200	COG4795	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2922	CDS	+3	2989743	2990720	no		putative type II secretion protein (GspK-like)	316	COG3156	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2923	CDS	+2	2990717	2991895	no		putative general secretion pathway protein, L-type	355	COG3297	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2924	CDS	+3	2991897	2992433	no	yghD	putative secretion pathway M-type protein, membrane anchored	147	COG3149	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2930	CDS	-3	2997489	2999348	no	gss	fused glutathionylspermidine amidase ; glutathionylspermidine synthetase	386	COG0754	E	Amino acid transport and metabolism	METABOLISM
EFER_2931	CDS	+2	2999699	3000526	no	envY	envelope protein; thermoregulation of porin biosynthesis	232	COG2207	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_2932	CDS	+2	3000596	3001462	no	yghU	S-transferase	283	COG0625	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2933	CDS	-1	3001532	3001780	no	hybG	hydrogenase 2 accessory protein	82	COG0298	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_2934	CDS	-1	3001793	3002134	no	hybF	protein involved with the maturation of hydrogenases 1 and 2	113	COG0375	R	General function prediction only	POORLY CHARACTERIZED
EFER_2936	CDS	-2	3002608	3003102	no	hybD	maturation element for hydrogenase 2	156	COG0680	C	Energy production and conversion	METABOLISM
EFER_2937	CDS	-3	3003102	3004805	no	hybC	hydrogenase 2, large subunit	567	COG0374	C	Energy production and conversion	METABOLISM
EFER_2938	CDS	-1	3004802	3005980	no	hybB	hydrogenase 2 cytochrome b type component	334	COG5557	C	Energy production and conversion	METABOLISM
EFER_2939	CDS	-3	3005970	3006956	no	hybA	hydrogenase 2 4Fe-4S ferredoxin-type component	326	COG0437	C	Energy production and conversion	METABOLISM
EFER_2940	CDS	-1	3006959	3008077	no	hybO	hydrogenase 2, small subunit	362	COG1740	C	Energy production and conversion	METABOLISM
EFER_2942	CDS	-3	3008667	3009593	no		Dienelactone hydrolase family protein	283	COG0412	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_2943	CDS	+3	3009711	3010751	no	yghZ	aldo-keto reductase	346	COG0667	C	Energy production and conversion	METABOLISM
EFER_2944	CDS	-3	3010791	3011285	no	yqhA	conserved hypothetical protein; putative membrane protein	164	COG2862	S	Function unknown	POORLY CHARACTERIZED
EFER_2945	CDS	+1	3011476	3012360	no	yghA	putative glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	294	COG1028	I	Lipid transport and metabolism	METABOLISM
EFER_2945	CDS	+1	3011476	3012360	no	yghA	putative glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	294	COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_2945	CDS	+1	3011476	3012360	no	yghA	putative glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain	294	COG1028	R	General function prediction only	POORLY CHARACTERIZED
EFER_2946	CDS	-3	3012399	3012824	no	exbD	membrane spanning protein in TonB-ExbB-ExbD complex	141	COG0848	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_2947	CDS	-3	3012831	3013565	no	exbB	membrane spanning protein in TonB-ExbB-ExbD complex	232	COG0811	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
